,1 pc Burger Steak w/ Drink [B1],2 pc Burger Steak w/ Drink [B2],1 pc Burger Steak with 3 pcs Shanghai w/ Drink [B3],1 pc Burger Steak w/ Fries & Drink [B4],Ultimate Burger Steak w/ Egg Meal & Drink,Ultimate Burger Steak w/o Egg Meal & Drink,Jolly Spaghetti w/ Drink [S1],Jolly Spaghetti w/ Fries & Drink [S2
Price,65,90,109,79,190,175,65,95
